date,precipitation_sum_mm,wind_speed_max_kmh,port
2022-03-11,0.0,15.1,Haldia
2022-03-12,0.0,13.9,Haldia
2022-03-13,0.0,13.1,Haldia
2022-03-14,0.0,12.1,Haldia
2022-03-15,0.0,16.9,Haldia
2022-03-16,0.0,21.1,Haldia
2022-03-17,0.0,20.1,Haldia
2022-03-18,0.0,20.0,Haldia
2022-03-19,0.0,19.8,Haldia
2022-03-20,0.0,22.3,Haldia
2022-03-21,0.0,21.3,Haldia
2022-03-22,0.0,19.4,Haldia
2022-03-23,0.0,23.1,Haldia
2022-03-24,0.0,27.5,Haldia
2022-03-25,0.3,26.7,Haldia
2022-03-26,0.9,26.1,Haldia
2022-03-27,0.0,17.4,Haldia
2022-03-28,0.0,23.1,Haldia
2022-03-29,0.0,24.9,Haldia
2022-03-30,0.3,26.1,Haldia
2022-03-31,0.4,26.8,Haldia
2022-04-01,0.2,26.1,Haldia
2022-04-02,0.2,26.9,Haldia
2022-04-03,0.2,25.6,Haldia
2022-04-04,0.1,31.4,Haldia
2022-04-05,0.0,26.1,Haldia
2022-04-06,0.0,25.4,Haldia
2022-04-07,0.0,24.0,Haldia
2022-04-08,0.0,25.4,Haldia
2022-04-09,0.0,25.8,Haldia
2022-04-10,0.0,28.8,Haldia
2022-04-11,0.0,27.9,Haldia
2022-04-12,0.1,28.0,Haldia
2022-04-13,0.0,28.2,Haldia
2022-04-14,0.0,26.9,Haldia
2022-04-15,0.0,22.8,Haldia
2022-04-16,0.0,27.4,Haldia
2022-04-17,0.0,27.6,Haldia
2022-04-18,0.0,23.5,Haldia
2022-04-19,0.0,29.8,Haldia
2022-04-20,0.0,31.3,Haldia
2022-04-21,0.7,23.5,Haldia
2022-04-22,10.5,23.1,Haldia
2022-04-23,0.0,20.6,Haldia
2022-04-24,0.0,21.2,Haldia
2022-04-25,0.0,22.4,Haldia
2022-04-26,0.0,23.9,Haldia
2022-04-27,0.0,24.2,Haldia
2022-04-28,0.0,24.0,Haldia
2022-04-29,0.0,28.0,Haldia
2022-04-30,0.4,30.6,Haldia
2022-05-01,4.0,25.7,Haldia
2022-05-02,9.8,22.9,Haldia
2022-05-03,11.2,24.9,Haldia
2022-05-04,2.8,21.4,Haldia
2022-05-05,43.0,14.2,Haldia
2022-05-06,0.9,14.2,Haldia
2022-05-07,1.5,16.7,Haldia
2022-05-08,0.7,17.3,Haldia
2022-05-09,18.4,16.7,Haldia
2022-05-10,6.5,18.6,Haldia
2022-05-11,28.8,19.1,Haldia
2022-05-12,4.6,26.5,Haldia
2022-05-13,0.2,33.0,Haldia
2022-05-14,0.0,32.8,Haldia
2022-05-15,0.0,34.2,Haldia
2022-05-16,0.0,28.3,Haldia
2022-05-17,0.0,31.8,Haldia
2022-05-18,0.1,28.8,Haldia
2022-05-19,1.7,29.2,Haldia
2022-05-20,0.0,27.4,Haldia
2022-05-21,5.1,31.4,Haldia
2022-05-22,0.0,26.1,Haldia
2022-05-23,5.2,16.9,Haldia
2022-05-24,3.1,12.5,Haldia
2022-05-25,14.6,18.0,Haldia
2022-05-26,0.0,18.6,Haldia
2022-05-27,0.4,13.3,Haldia
2022-05-28,1.6,24.5,Haldia
2022-05-29,2.0,16.6,Haldia
2022-05-30,0.0,15.3,Haldia
2022-05-31,5.0,15.6,Haldia
2022-06-01,0.2,15.6,Haldia
2022-06-02,2.9,21.4,Haldia
2022-06-03,0.1,25.5,Haldia
2022-06-04,2.8,29.2,Haldia
2022-06-05,0.5,28.0,Haldia
2022-06-06,0.2,28.0,Haldia
2022-06-07,0.1,26.3,Haldia
2022-06-08,0.1,26.3,Haldia
2022-06-09,0.2,28.4,Haldia
2022-06-10,0.1,28.2,Haldia
2022-06-11,0.0,30.9,Haldia
2022-06-12,0.0,28.8,Haldia
2022-06-13,0.0,28.0,Haldia
2022-06-14,0.0,30.9,Haldia
2022-06-15,10.4,27.1,Haldia
2022-06-16,7.5,26.4,Haldia
2022-06-17,3.6,30.8,Haldia
2022-06-18,12.9,28.3,Haldia
2022-06-19,20.5,26.3,Haldia
2022-06-20,15.0,20.1,Haldia
2022-06-21,17.7,17.8,Haldia
2022-06-22,24.0,17.0,Haldia
2022-06-23,5.2,22.7,Haldia
2022-06-24,5.7,21.8,Haldia
2022-06-25,10.6,22.1,Haldia
2022-06-26,5.8,21.6,Haldia
2022-06-27,2.3,19.5,Haldia
2022-06-28,0.8,22.2,Haldia
2022-06-29,2.7,20.2,Haldia
2022-06-30,11.6,19.8,Haldia
2022-07-01,29.8,16.6,Haldia
2022-07-02,45.6,13.3,Haldia
2022-07-03,20.7,13.0,Haldia
2022-07-04,3.8,17.7,Haldia
2022-07-05,5.2,20.4,Haldia
2022-07-06,11.9,25.0,Haldia
2022-07-07,4.2,21.8,Haldia
2022-07-08,6.5,24.1,Haldia
2022-07-09,3.0,26.2,Haldia
2022-07-10,10.7,22.7,Haldia
2022-07-11,4.2,25.4,Haldia
2022-07-12,6.2,28.7,Haldia
2022-07-13,6.0,26.3,Haldia
2022-07-14,15.7,31.1,Haldia
2022-07-15,6.7,25.0,Haldia
2022-07-16,6.1,25.4,Haldia
2022-07-17,7.2,26.8,Haldia
2022-07-18,6.5,28.9,Haldia
2022-07-19,2.2,20.3,Haldia
2022-07-20,15.8,21.2,Haldia
2022-07-21,8.5,19.6,Haldia
2022-07-22,10.4,21.2,Haldia
2022-07-23,8.0,21.0,Haldia
2022-07-24,16.7,21.7,Haldia
2022-07-25,11.8,18.5,Haldia
2022-07-26,3.4,15.2,Haldia
2022-07-27,10.2,17.6,Haldia
2022-07-28,3.4,17.2,Haldia
2022-07-29,2.9,15.8,Haldia
2022-07-30,2.1,22.1,Haldia
2022-07-31,6.1,22.1,Haldia
2022-08-01,27.4,17.6,Haldia
2022-08-02,6.8,14.1,Haldia
2022-08-03,15.3,13.5,Haldia
2022-08-04,5.3,13.8,Haldia
2022-08-05,9.9,13.7,Haldia
2022-08-06,6.4,18.9,Haldia
2022-08-07,6.6,22.4,Haldia
2022-08-08,9.3,24.5,Haldia
2022-08-09,56.3,24.3,Haldia
2022-08-10,28.7,19.4,Haldia
2022-08-11,61.3,15.0,Haldia
2022-08-12,6.7,10.8,Haldia
2022-08-13,15.2,18.9,Haldia
2022-08-14,31.8,34.0,Haldia
2022-08-15,9.0,29.3,Haldia
2022-08-16,3.7,15.1,Haldia
2022-08-17,6.8,14.3,Haldia
2022-08-18,13.9,19.1,Haldia
2022-08-19,38.2,39.3,Haldia
2022-08-20,20.5,34.4,Haldia
2022-08-21,2.9,20.2,Haldia
2022-08-22,4.0,13.6,Haldia
2022-08-23,45.1,11.5,Haldia
2022-08-24,65.5,18.4,Haldia
2022-08-25,2.0,20.5,Haldia
2022-08-26,2.3,17.5,Haldia
2022-08-27,7.2,22.1,Haldia
2022-08-28,11.0,17.6,Haldia
2022-08-29,7.2,14.8,Haldia
2022-08-30,0.1,17.9,Haldia
2022-08-31,2.3,19.6,Haldia
2022-09-01,1.5,18.6,Haldia
2022-09-02,1.1,20.4,Haldia
2022-09-03,8.6,17.0,Haldia
2022-09-04,11.5,16.5,Haldia
2022-09-05,13.5,15.1,Haldia
2022-09-06,16.1,15.5,Haldia
2022-09-07,4.1,11.9,Haldia
2022-09-08,2.0,20.8,Haldia
2022-09-09,7.5,21.9,Haldia
2022-09-10,14.9,23.0,Haldia
2022-09-11,41.3,24.4,Haldia
2022-09-12,42.1,25.2,Haldia
2022-09-13,56.9,25.8,Haldia
2022-09-14,15.6,23.6,Haldia
2022-09-15,2.1,18.4,Haldia
2022-09-16,6.5,12.3,Haldia
2022-09-17,10.8,11.4,Haldia
2022-09-18,3.2,9.9,Haldia
2022-09-19,11.0,20.3,Haldia
2022-09-20,7.9,21.9,Haldia
2022-09-21,5.2,21.3,Haldia
2022-09-22,7.4,18.9,Haldia
2022-09-23,2.3,18.6,Haldia
2022-09-24,1.4,15.5,Haldia
2022-09-25,2.2,11.5,Haldia
2022-09-26,0.2,12.2,Haldia
2022-09-27,3.5,8.4,Haldia
2022-09-28,9.5,8.9,Haldia
2022-09-29,0.3,12.7,Haldia
2022-09-30,0.4,13.8,Haldia
2022-10-01,6.9,17.0,Haldia
2022-10-02,7.3,11.2,Haldia
2022-10-03,19.3,17.6,Haldia
2022-10-04,13.0,18.3,Haldia
2022-10-05,10.0,17.6,Haldia
2022-10-06,12.5,18.3,Haldia
2022-10-07,4.0,10.4,Haldia
2022-10-08,0.2,11.2,Haldia
2022-10-09,1.2,15.5,Haldia
2022-10-10,2.4,17.0,Haldia
2022-10-11,10.5,17.7,Haldia
2022-10-12,5.7,15.2,Haldia
2022-10-13,2.6,9.9,Haldia
2022-10-14,2.1,8.4,Haldia
2022-10-15,4.6,10.2,Haldia
2022-10-16,0.0,14.8,Haldia
2022-10-17,0.0,14.8,Haldia
2022-10-18,0.0,13.2,Haldia
2022-10-19,0.3,15.0,Haldia
2022-10-20,0.0,15.4,Haldia
2022-10-21,0.0,15.9,Haldia
2022-10-22,0.0,16.6,Haldia
2022-10-23,0.7,14.8,Haldia
2022-10-24,49.0,33.1,Haldia
2022-10-25,0.0,17.0,Haldia
2022-10-26,0.4,8.6,Haldia
